Project,Subproject,Treatment,"Deployment Name","ID Type","Deployment ID","Sequence ID","Begin Time","End Time","Species Name","Common Name",Age,Sex,"Individually Identifiable",Count,"Actual Lat","Actual Lon",Fuzzed
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s79,2018-06-30T13:37:44,2018-06-30T13:38:09,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,2,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s79,2018-06-30T13:37:44,2018-06-30T13:38:09,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s8,2018-06-18T07:03:00,2018-06-18T07:03:06,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s80,2018-06-30T13:39:45,2018-06-30T13:42:29,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,3,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s80,2018-06-30T13:39:45,2018-06-30T13:42:29,"Cervus elaphus","Elk aka Red Deer",Juvenile,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s80,2018-06-30T13:39:45,2018-06-30T13:42:29,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,5,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s81,2018-06-30T13:55:18,2018-06-30T13:55:25,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s82,2018-06-30T13:57:46,2018-06-30T13:57:52,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s83,2018-06-30T14:13:19,2018-06-30T14:13:25,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s83,2018-06-30T14:13:19,2018-06-30T14:13:25,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s84,2018-06-30T14:16:45,2018-06-30T14:16:52,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s85,2018-06-30T17:03:15,2018-06-30T17:03:45,"No Animal","No Animal",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s86,2018-06-30T18:56:13,2018-06-30T18:57:47,"No Animal","No Animal",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s87,2018-07-01T05:30:40,2018-07-01T05:30:47,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s88,2018-07-01T05:56:26,2018-07-01T05:56:33,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s89,2018-07-01T06:16:25,2018-07-01T06:16:32,"No Animal","No Animal",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s9,2018-06-19T17:54:18,2018-06-19T17:54:23,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s90,2018-07-02T05:31:29,2018-07-02T05:31:46,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s91,2018-07-02T18:14:42,2018-07-02T18:14:48,"No Animal","No Animal",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s92,2018-07-03T00:53:43,2018-07-03T00:53:48,"No Animal","No Animal",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s93,2018-07-03T01:02:33,2018-07-03T01:02:50,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s94,2018-07-03T01:04:05,2018-07-03T01:04:20,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s95,2018-07-03T04:38:11,2018-07-03T04:40:23,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s96,2018-07-03T11:12:37,2018-07-03T11:12:43,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s97,2018-07-05T13:10:27,2018-07-05T13:11:51,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,2,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s98,2018-07-12T13:41:31,2018-07-12T13:41:37,"Urocitellus columbianus","Columbian Ground Squirrel",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec061_Mem026.20180612,Researcher,d46071,d46071s99,2018-07-13T04:34:16,2018-07-13T04:34:22,"No Animal","No Animal",Unknown,Unknown,N,1,47.04886,-113.23121,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s1,2018-06-12T20:29:43,2018-06-12T20:29:49,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s10,2018-06-14T07:27:05,2018-06-14T07:28:14,"Cervus elaphus","Elk aka Red Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s100,2018-07-14T21:57:39,2018-07-14T21:57:45,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s101,2018-07-15T06:13:32,2018-07-15T06:13:39,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s102,2018-07-17T07:37:34,2018-07-17T07:37:48,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s103,2018-07-17T18:50:06,2018-07-17T18:50:12,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s104,2018-07-17T20:46:26,2018-07-17T20:46:33,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s105,2018-07-18T06:35:18,2018-07-18T06:36:17,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s106,2018-07-18T06:47:14,2018-07-18T06:48:04,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s106,2018-07-18T06:47:14,2018-07-18T06:48:04,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s107,2018-07-18T19:42:09,2018-07-18T19:42:16,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s108,2018-07-20T07:13:37,2018-07-20T07:13:51,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s109,2018-07-20T12:35:18,2018-07-20T12:35:24,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s11,2018-06-14T10:56:23,2018-06-14T10:56:57,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s110,2018-07-20T18:07:33,2018-07-20T18:07:39,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s111,2018-07-20T18:08:52,2018-07-20T18:08:58,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s112,2018-07-21T09:22:35,2018-07-21T09:23:51,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s113,2018-07-21T23:33:40,2018-07-21T23:34:07,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s113,2018-07-21T23:33:40,2018-07-21T23:34:07,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s114,2018-07-22T05:51:17,2018-07-22T05:51:30,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s115,2018-07-22T10:12:35,2018-07-22T10:13:08,"Odocoileus virginianus","White-tailed Deer",Juvenile,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s116,2018-07-23T02:58:30,2018-07-23T02:59:43,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s116,2018-07-23T02:58:30,2018-07-23T02:59:43,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s117,2018-07-23T08:24:34,2018-07-23T08:25:20,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s118,2018-07-24T07:07:51,2018-07-24T07:08:20,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s119,2018-07-25T02:31:03,2018-07-25T02:31:16,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s12,2018-06-14T17:45:05,2018-06-14T17:45:11,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s120,2018-07-25T02:33:42,2018-07-25T02:33:48,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s121,2018-07-25T02:35:27,2018-07-25T02:35:32,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s122,2018-07-25T10:36:32,2018-07-25T10:36:39,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s123,2018-07-25T21:37:06,2018-07-25T21:37:13,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s124,2018-07-25T21:48:43,2018-07-25T21:48:57,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s124,2018-07-25T21:48:43,2018-07-25T21:48:57,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s125,2018-07-26T17:59:14,2018-07-26T17:59:21,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s126,2018-07-26T19:17:19,2018-07-26T19:17:42,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s126,2018-07-26T19:17:19,2018-07-26T19:17:42,"Odocoileus virginianus","White-tailed Deer",Juvenile,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s127,2018-07-26T23:09:06,2018-07-26T23:09:13,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s128,2018-07-27T00:30:28,2018-07-27T00:30:58,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s129,2018-07-27T00:37:25,2018-07-27T00:37:31,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s13,2018-06-16T06:51:25,2018-06-16T06:52:56,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,2,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s130,2018-07-27T00:45:54,2018-07-27T00:46:09,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s131,2018-07-27T10:22:44,2018-07-27T10:22:47,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s14,2018-06-16T21:10:07,2018-06-16T21:10:33,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s15,2018-06-17T11:26:12,2018-06-17T11:26:25,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s16,2018-06-17T13:19:10,2018-06-17T13:19:16,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s17,2018-06-17T20:12:57,2018-06-17T20:13:42,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s18,2018-06-17T22:22:00,2018-06-17T22:22:14,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s19,2018-06-18T07:39:01,2018-06-18T07:39:07,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s2,2018-06-12T20:31:51,2018-06-12T20:31:57,"Camera Trapper","Camera Trapper",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s20,2018-06-18T07:54:20,2018-06-18T07:54:27,"Unknown Animal","Unknown Animal",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s21,2018-06-19T21:25:50,2018-06-19T21:26:38,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s22,2018-06-19T21:27:39,2018-06-19T21:28:40,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s23,2018-06-20T05:41:59,2018-06-20T05:42:12,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s24,2018-06-20T07:50:14,2018-06-20T07:50:22,"Cervus elaphus","Elk aka Red Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s25,2018-06-20T08:02:13,2018-06-20T08:05:28,"Cervus elaphus","Elk aka Red Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s26,2018-06-20T10:08:15,2018-06-20T10:08:33,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s27,2018-06-20T11:48:07,2018-06-20T11:48:24,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s28,2018-06-20T15:59:13,2018-06-20T15:59:20,"Other Bird species","Other Bird species",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s29,2018-06-21T05:37:52,2018-06-21T05:37:58,"No Animal","No Animal",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s3,2018-06-12T20:36:45,2018-06-12T20:38:25,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s30,2018-06-21T07:09:16,2018-06-21T07:09:22,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s31,2018-06-22T09:03:24,2018-06-22T09:03:37,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s32,2018-06-23T08:56:54,2018-06-23T08:57:00,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s33,2018-06-23T20:35:31,2018-06-23T20:36:23,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s34,2018-06-23T21:24:41,2018-06-23T21:24:49,"Unknown Cervid","Unknown Cervid",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s35,2018-06-24T03:23:46,2018-06-24T03:23:52,"Unknown Cervid","Unknown Cervid",Unknown,Unknown,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s36,2018-06-24T07:35:54,2018-06-24T07:36:00,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s37,2018-06-25T06:12:51,2018-06-25T06:13:14,"Odocoileus virginianus","White-tailed Deer",Adult,Female,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s38,2018-06-25T10:09:35,2018-06-25T10:10:33,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s39,2018-06-25T10:12:35,2018-06-25T10:13:01,"Odocoileus virginianus","White-tailed Deer",Adult,Male,N,1,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s4,2018-06-13T05:12:30,2018-06-13T05:13:37,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,2,47.06821,-113.26897,False
"Montana Ranch Survey","Bandy Ranch",,BAC.BAND_Rec053_Mem002.20180612,Researcher,d46072,d46072s40,2018-06-25T21:42:29,2018-06-25T21:42:45,"Odocoileus virginianus","White-tailed Deer",Unknown,Unknown,N,1,47.06821,-113.26897,False
