deployment_id,deployment_name,proposed_date_out,proposed_retrieval_date,actual_date_out,retrieval_date,proposed_lat,proposed_long,actual_lat,actual_long,fuzzed,project_id,project_name,sub_project_id,sub_project_name,sub_project_design,plot_name,plot_treatment,camera_failure_details,deployment_notes,bait_type,bait_description,feature,feature_type_methodology,image_resolution_setting,detection_distance,sensitivity_setting,quiet_period_setting,camera_id
"d61980","BAC.AROW_Rec047_Mem006.20190713","","","2019-07-13","2019-09-01","","","48.07073","-112.70667","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec047"
"d63730","BAC.AROW_Rec016_Mem098.20190623","","","2019-06-23","2019-07-13","","","48.08880","-112.68700","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec016"
"d61886","BAC.BLCH_Rec025_Mem076.20190725","","","2019-07-25","2019-08-19","","","47.08913","-113.08926","False","p211","Montana Ranch Survey","sp1678","Blackfoot Challenge","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec025"
"d63735","BAC.AROW_Rec051_Mem008.20190621","","","2019-06-21","2019-07-11","","","48.09660","-112.62510","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec051"
"d43208","BAC.TRMR_Rec023_Mem017.20180725","","","2018-07-25","2018-08-31","","","48.09993","-112.71100","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec023"
"d49946","BAC.TRMR_Rec055_Mem059.20180724","","","2018-07-24","2018-09-01","","","48.12268","-112.68703","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec055"
"d49947","BAC.TRMR_Rec054_Mem063.20180724","","","2018-07-24","2018-09-02","","","48.12555","-112.67384","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","13.7","","","Rec054"
"d49951","BAC.TRMR_Rec001_Mem058.20180725","","","2018-07-25","2018-08-24","","","48.06617","-112.72700","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Unknown Failure","Camera knocked sideways by grizzly on 8/23/18 19:30","No Bait","","Not Entered","","","20.1","","","Rec001"
"d49950","BAC.TRMR_Rec026_Mem060.20180725","","","2018-07-25","2018-08-31","","","48.05304","-112.73800","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","Camera knocked sideways by grizzly on 8/29/18 at 6:55","No Bait","","Not Entered","","","14.6","","","Rec026"
"d49949","BAC.TRMR_Rec015_Mem050.20180725","","","2018-07-25","2018-08-31","","","48.09311","-112.70000","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec015"
"d49952","BAC.TRMR_Rec027_Mem034.20180725","","","2018-07-25","2018-08-31","","","48.07454","-112.73496","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec027"
"d64638","BAC.MSLA_Bro017_Mem186.20190605","","","2019-06-05","2019-07-08","","","46.86960","-114.07733","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","27.4","","","Bro017"
"d64670","BAC.MSLA_Bro039_Mem163.20191006","","","2019-10-06","2019-11-17","","","46.87147","-114.06607","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","Bro039"
"d63731","BAC.AROW_Rec021_Mem092.20190623","","","2019-06-23","2019-07-13","","","48.08443","-112.71511","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Rec021"
"d63363","BAC.MSLA_Bro054_Mem190.20190812","","","2019-08-12","2019-10-21","","","46.81689","-114.09599","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","25.6","","","Bro054"
"d64647","BAC.MSLA_Bro068_Mem153.20190707","","","2019-07-07","2019-10-19","","","46.92754","-114.02790","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Bro068"
"d64640","BAC.MSLA_Bro060_Mem171.20190515","","","2019-05-15","2019-06-05","","","46.87522","-113.98124","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","15","","","Bro060"
"d49954","BAC.TRMR_Rec032_Mem081.20180725","","","2018-07-25","2018-09-01","","","48.09331","-112.68021","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12","","","Rec032"
"d49953","BAC.TRMR_Rec030_Mem067.20180725","","","2018-07-25","2018-08-31","","","48.08004","-112.72276","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Rec030"
"d64669","BAC.MSLA_Bro053_Mem164.20190812","","","2019-08-12","2019-10-21","","","46.81623","-114.09721","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","14.6","","","Bro053"
"d49957","BAC.TRMR_Rec047_Mem085.20180725","","","2018-07-25","2018-09-01","","","48.09873","-112.65404","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Rec047"
"d64668","BAC.MSLA_Bro009_Mem213.20190809","","","2019-05-15","2019-09-12","","","46.91003","-114.15519","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","11","","","Bro009"
"d64637","BAC.MSLA_Bro007_Mem129.20190704","","","2019-07-04","2019-07-30","","","46.88556","-113.94925","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Bro007"
"d64674","BAC.MSLA_Bro037_Mem149.20190519","","","2019-05-19","2019-06-10","","","46.90584","-113.94942","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","25.6","","","Bro037"
"d49956","BAC.TRMR_Rec036_Mem091.20180725","","","2018-07-25","2018-09-01","","","48.08928","-112.67025","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec036"
"d64642","BAC.MSLA_Bro070_Mem190.20190605","","","2017-01-01","2017-01-31","","","46.90697","-113.96880","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Bro070"
"d63361","BAC.MSLA_Bro070_Mem220.20190823","","","2019-08-23","2019-10-25","","","46.86065","-113.99160","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","10","","","Bro070"
"d63729","BAC.AROW_Rec041_Mem080.20190623","","","2019-06-23","2019-07-13","","","48.07891","-112.69701","False","p211","Montana Ranch Survey","sp1676","Arrow S Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec041"
"d63353","BAC.MSLA_Bro005_Mem219.20190904","","","2019-09-04","2019-11-19","","","46.81422","-114.02332","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Bro005"
"d49959","BAC.TRMR_Rec007_Mem098.20180725","","","2018-07-25","2018-09-01","","","48.08498","-112.63300","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Rec007"
"d49958","BAC.TRMR_Rec029_Mem068.20180725","","","2018-07-25","2018-09-01","","","48.08920","-112.64446","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","15.5","","","Rec029"
"d64645","BAC.MSLA_Bro046_Mem158.20190530","","","2019-05-30","2019-07-09","","","46.82534","-114.05897","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","14","","","Bro046"
"d63372","BAC.MSLA_Bro067_Mem130.20190818","","","2019-08-18","2019-09-24","","","46.88021","-114.00667","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","Camera was not active for some reason on 9/5/2019.","No Bait","","Not Entered","","","31.1","","","Bro067"
"d64695","BAC.MSLA_Bro034_Mem146.20190531","","","2019-05-31","2019-07-05","","","46.88859","-113.99528","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","24.7","","","Bro034"
"d64680","BAC.MSLA_Bro033_Mem145.20190527","","","2019-05-27","2019-06-01","","","46.87362","-114.00408","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","27.4","","","Bro033"
"d64715","BAC.MSLA_Bro017_Mem144.20190708","","","2019-07-08","2019-07-30","","","46.89119","-113.96416","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","24.7","","","Bro017"
"d55038","BAC.TRMR_Rec030_Mem010.20181029","","","2018-10-29","2019-05-20","","","48.08504","-112.71930","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","Rec030"
"d55033","BAC.TRMR_Rec020_Mem052.20180831","","","2018-08-31","2018-10-29","","","48.07043","-112.74031","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Rec020"
"d55039","BAC.TRMR_Rec030_Mem065.20180831","","","2018-08-31","2018-10-29","","","48.08176","-112.73209","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","10.1","","","Rec030"
"d55030","BAC.TRMR_Rec001_Mem056.20181029","","","2018-10-29","2019-05-20","","","48.07472","-112.72089","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Rec001"
"d55029","BAC.TRMR_Bro044_Mem156.20190521","","","2019-05-21","2019-06-21","","","48.08493","-112.65639","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Bro044"
"d55041","BAC.TRMR_Rec049_Mem034.20181029","","","2018-10-29","2019-05-20","","","48.05496","-112.73278","False","p211","Montana Ranch Survey","sp1230","Roosevelt Ranch","","","","Camera Functioning","","No Bait","","Not Entered","","","21","","","Rec049"
"d64665","BAC.MSLA_Bro038_Mem165.20190719","","","2019-07-19","2019-08-20","","","46.88999","-113.98993","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Unknown Failure","Ran out of space on card on 8/21/19, 12:35 due to grass","No Bait","","Not Entered","","","28.3","","","Bro038"
"d64667","BAC.MSLA_Bro015_Mem127.20190519","","","2019-05-19","2019-06-10","","","46.90655","-113.94841","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","17.4","","","	Bro015"
"d64636","BAC.MSLA_Bro054_Mem165.20190526","","","2019-05-26","2019-07-17","","","46.89445","-113.92977","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","21.9","","","Bro054"
"d64671","BAC.MSLA_Bro053_Mem173.20191030","","","2019-10-30","2020-02-17","","","46.90851","-113.96377","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","26.5","","","Bro053"
"d64683","BAC.MSLA_Bro035_Mem147.20190527","","","2019-05-27","2019-06-18","","","46.81264","-114.05700","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","30.2","","","Bro035"
"d64681","BAC.MSLA_Bro047_Mem159.20190527","","","2019-05-27","2019-06-17","","","46.89177","-113.97074","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","22.9","","","Bro047"
"d65875","BAC.MSLA_Bro071_Mem165.20200221","","","2020-02-21","2020-03-26","","","46.89134","-113.97063","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","18.3","","","Bro071"
"d64692","BAC.MSLA_Bro072_Mem188.20190718","","","2019-07-18","2019-08-18","","","46.82669","-114.03525","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","19.2","","","Bro072"
"d65866","BAC.MSLA_Bro024_Mem143.20200217","","","2020-02-17","2020-03-17","","","46.87052","-113.97540","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","16.5","","","Bro024"
"d64689","BAC.MSLA_Bro055_Mem221.20190718","","","2019-07-18","2019-08-18","","","46.85695","-114.00448","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","26.5","","","Bro055"
"d64698","BAC.MSLA_Bro034_Mem148.20190705","","","2019-07-05","2019-07-30","","","46.89337","-113.99318","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","12.8","","","Bro034"
"d64706","BAC.MSLA_Bro053_Mem164.20190525","","","2019-05-25","2019-06-17","","","46.86782","-114.00610","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","10","","","Bro053"
"d64708","BAC.MSLA_Bro019_Mem131.20190603","","","2019-06-03","2019-06-28","","","46.82671","-114.04209","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","22","","","Bro019"
"d65861","BAC.MSLA_Bro067_Mem221.20200216","","","2020-02-16","2020-03-24","","","46.90355","-113.97800","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","34.7","","","Bro067"
"d64707","BAC.MSLA_Bro066_Mem183.20190530","","","2019-05-30","2019-07-01","","","46.87495","-113.93515","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","12","","","Bro066"
"d65873","BAC.MSLA_Bro060_Mem194.20200220","","","2020-02-20","2020-03-17","","","46.87417","-113.97544","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","20.1","","","Bro060"
"d64713","BAC.MSLA_Bro074_Mem207.20190617","","","2019-06-17","2019-07-17","","","46.87127","-114.03443","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","17","","","Bro074"
"d65859","BAC.MSLA_Bro015_Mem151.20200216","","","2020-02-16","2020-03-19","","","46.88020","-113.97105","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Unknown Failure","Camera ran out of battery on 3/20/20 5:53","No Bait","","Not Entered","","","11.1","","","Bro015"
"d65869","BAC.MSLA_Bro071_Mem165.20200218","","","2020-02-18","2020-02-21","","","46.89151","-113.96911","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","Had to move camera because of complaint.","No Bait","","Not Entered","","","26.5","","","Bro071"
"d65853","BAC.MSLA_Bro017_Mem163.20200216","","","2020-02-16","2020-03-26","","","46.89752","-113.95424","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","25.6","","","Bro017"
"d65872","BAC.MSLA_Bro012_Mem174.20200218","","","2020-02-18","2020-03-24","","","46.91025","-113.97227","False","p211","Montana Ranch Survey","sp1681","Urban-Wild Missoula","","","","Camera Functioning","","No Bait","","Not Entered","","","27.4","","","Bro012"
